,Country,Universities Names,University Place,Tuition Fees,Living Fees,Top Course,Exam Score
950, Usa,"Benedictine University, Lisle","Illinois, Usa",₹27L/Yr,₹11L/Yr,M.B.A,"['TOEFL - 69', 'PTE - 47']"
951, Usa,"Hastings College, Hastings","Nebraska, Usa",₹16L/Yr,₹7L/Yr,M.S Business Analytics,"['Duolingo - 120', 'IELTS - 7', 'PTE - 65']"
952, Usa,"Bloomsburg University of Pennsylvania, Bloomsburg","Pennsylvania, Usa",₹30L/Yr,₹8L/Yr,B.S Nursing,"['GMAT - 560', 'IELTS - 6.5']"
953, Usa,"Oral Roberts University, Tulsa","Oklahoma, Usa",₹20L/Yr,₹6L/Yr,M.S Mathematics,"['IELTS - 6', 'PTE - 50']"
954, Usa,"Montana Tech, Butte","Montana, Usa",₹31L/Yr,₹8L/Yr,M.S Management - Leadership Conc...,"['GMAT - 560', 'TOEFL - 80']"
955, Usa,"Alfred University, Alfred","New York, Usa",₹39L/Yr,₹12L/Yr,M.N,"['Duolingo - 85', 'IELTS - 5.5', 'PTE - 52']"
956, Usa,"Alma College, Alma","Michigan, Usa",₹16L/Yr,₹6L/Yr,M.Ed Curriculum and Instruction ...,"['GMAT - 570', 'IELTS - 5.5']"
957, Usa,"Saint Cloud State University, St. Cloud","Minnesota, Usa",₹32L/Yr,₹8L/Yr,M.B.A Accounting and financial m...,"['IELTS - 5.5', 'PTE - 32']"
958, Usa,"Capital University, Columbus","Ohio, Usa",₹37L/Yr,₹12L/Yr,M.S Child Life and Family Center...,"['IELTS - 6.5', 'PTE - 58']"
959, Usa,"Oglethorpe University, Atlanta","Georgia, Usa",₹28L/Yr,₹12L/Yr,M.Arch,"['GMAT - 580', 'TOEFL - 79']"
960, Usa,"University of Mount Union, Alliance","Ohio, Usa",₹16L/Yr,₹13L/Yr,M.B.A,['TOEFL - 79']
961, Usa,"Weber State University, Ogden","Utah, Usa",₹19L/Yr,₹6L/Yr,M.Ed School Nurse Education,"['GMAT - 500', 'IELTS - 6.0']"
962, Usa,"Sweet Briar College, Sweet Briar","Virginia, Usa",₹12L/Yr,₹9L/Yr,M.A Resilient Leadership,['TOEFL - 84']
963, Usa,"Southeastern Louisiana University, Hammond","Louisiana, Usa",₹15L/Yr,₹8L/Yr,M.S Computer Science,"['GMAT - 580', 'IELTS - 6.0', 'PTE - 54']"
964, Usa,"Murray State University, Murray","Kentucky, Usa",₹29L/Yr,₹10L/Yr,M.B.A,"['GMAT - 550', 'IELTS - 6']"
965, Usa,"Anderson University - Indiana, Anderson","Indiana, Usa",₹17L/Yr,₹8L/Yr,M.P.H,['TOEFL - 79']
966, Usa,"University of West Florida, Pensacola","Florida, Usa",₹21L/Yr,₹11L/Yr,B.Tech Computer Engineering Tech...,"['GMAT - 590', 'IELTS - 6.0', 'PTE - 54']"
967, Usa,"St Francis College, Brooklyn","New York, Usa",₹13L/Yr,₹11L/Yr,M.B.A,"['GMAT - 550', 'IELTS - 6']"
968, Usa,"Elmira College, Elmira","New York, Usa",₹30L/Yr,₹5L/Yr,B.S Computer Science,['TOEFL - 70']
969, Usa,"Western Illinois University, Macomb","Illinois, Usa",₹18L/Yr,₹11L/Yr,M.S Business and Marketing Educa...,"['IELTS - 6.0', 'PTE - 53']"
970, Usa,"Fisk University, Nashville","Tennessee, Usa",₹22L/Yr,₹10L/Yr,M.B.A Human Resource Management,['TOEFL - 83']
971, Usa,"Morehouse College, Atlanta","Georgia, Usa",₹18L/Yr,₹9L/Yr,M.S International Business,"['IELTS - 6.5', 'PTE - 50']"
972, Uk,"University for the Creative Arts, Farnham","England, Uk",₹28L/Yr,₹15L/Yr,M.F.A Film Making,['TOEFL - 61']
973, Uk,"University of the Arts London, London","England, Uk",₹15L/Yr,₹12L/Yr,B.S Communication - Journalism S...,"['GMAT - 515', 'IELTS - 6.0', 'PTE - 49']"
974, Uk,"Abertay University, Dundee","Scotland, Uk",₹17L/Yr,₹8L/Yr,M.B.A,"['Duolingo - 100', 'TOEFL - 79']"
975, Uk,"Solent University, Southampton","England, Uk",₹13L/Yr,₹8L/Yr,M.B.A,"['GMAT - 500', 'IELTS - 6.5']"
976, Uk,"Liverpool Hope University, Liverpool","England, Uk",₹16L/Yr,₹14L/Yr,M.S Computer Science,"['GMAT - 700', 'IELTS - 6.5', 'PTE - 59']"
977, Uk,"University of Gloucestershire, Cheltenham","England, Uk",₹19L/Yr,₹16L/Yr,M.B.A,"['IELTS - 6.0', 'PTE - 51']"
978, Uk,"Falmouth University, Falmouth","England, Uk",₹12L/Yr,₹8L/Yr,M.A Teaching,"['GMAT - 540', 'IELTS - 6.5']"
979, Uk,"York St John University, York","England, Uk",₹16L/Yr,₹7L/Yr,M.S Applied Computer Science,"['IELTS - 6.5', 'PTE - 50']"
980, Uk,"Buckinghamshire New University, High Wycombe","England, Uk",₹15L/Yr,₹8L/Yr,B.S Computer Information Systems,"['GMAT - 400', 'IELTS - 6', 'PTE - 54']"
981, Uk,"St Mary's University Twickenham, London","England, Uk",₹15L/Yr,₹5L/Yr,M.B.A,"['GMAT - 400', 'IELTS - 6']"
982, Uk,"Bath Spa University, Bath","England, Uk",₹33L/Yr,₹5L/Yr,M.B.A Entrepreneurship,"['IELTS - 6.5', 'PTE - 58']"
983, Usa,"Savannah College of Art and Design, Savannah","Georgia, Usa",₹12L/Yr,₹8L/Yr,M.S Technology,"['GMAT - 450', 'TOEFL - 80']"
984, Canada,"Algoma University, Sault Ste. Marie","Ontario, Canada",₹18L/Yr,₹5L/Yr,M.B.A Business Data Analytics,"['IELTS - 6.5', 'PTE - 55']"
985, Canada,"OCAD University, Toronto","Ontario, Canada",₹9L/Yr,₹9L/Yr,M.S Computer Science,"['GRE - 284', 'TOEFL - 70']"
986, Canada,"The King's University, Edmonton","Alberta, Canada",₹11L/Yr,₹9L/Yr,M.A Applied Computer Science,"['Duolingo - 105', 'TOEFL - 79']"
987, Canada,"University Canada West, Vancouver","British Columbia, Canada",₹12L/Yr,₹9L/Yr,M.S Computer Science,"['IELTS - 6.5', 'PTE - 53']"
988, Canada,"Acadia University, Wolfville","Nova Scotia, Canada",₹8L/Yr,₹13L/Yr,M.B.A,['TOEFL - 79']
989, Canada,"Athabasca University, Athabasca","Alberta, Canada",₹16L/Yr,₹11L/Yr,M.A Management,['IELTS - 6']
990, Canada,"Bishop's University, Sherbrooke","Quebec, Canada",₹10L/Yr,₹7L/Yr,M.S Computer Science,['TOEFL - 79']
991, Canada,"Brandon University, Brandon","Manitoba, Canada",₹15L/Yr,₹11L/Yr,"M.F.A Film, Video, New Media and...","['GMAT - 450', 'IELTS - 6.5']"
992, Canada,"Brescia University College, London","Ontario, Canada",₹18L/Yr,₹7L/Yr,M.B.A,['TOEFL - 80']
993, Canada,"Campion College, Regina","Saskatchewan, Canada",₹11L/Yr,₹9L/Yr,B.A Hospitality Management,"['TOEFL - 79', 'PTE - 46']"
994, Canada,"Canadian Mennonite University, Winnipeg","Manitoba, Canada",₹18L/Yr,₹9L/Yr,M.B.A Business Administration,"['IELTS - 7', 'PTE - 65']"
995, Canada,"Cape Breton University, Sydney","Nova Scotia, Canada",₹11L/Yr,₹8L/Yr,B.S Chemistry,"['IELTS - 5.5', 'PTE - 48']"
996, Canada,"Capilano University, North Vancouver","British Columbia, Canada",₹13L/Yr,₹6L/Yr,M.B.A,"['Duolingo - 110', 'TOEFL - 79']"
997, Canada,"Polytechnic School of Montreal, Montreal","Quebec, Canada",₹16L/Yr,₹6L/Yr,M.A Teaching,['IELTS - 6.5']
998, Canada,"Emily Carr University of Art & Design, Vancouver","British Columbia, Canada",₹20L/Yr,₹6L/Yr,M.A Global Studies,"['IELTS - 5.5', 'PTE - 48']"
999, Canada,"First Nations University of Canada, Regina","Saskatchewan, Canada",₹22L/Yr,₹8L/Yr,M.S Applied Computer Science,"['Duolingo - 110', 'TOEFL - 79']"
1000, Canada,"Glendon College, North York","Ontario, Canada",₹12L/Yr,₹9L/Yr,M.B.A,"['IELTS - 5.5', 'PTE - 43']"
1001, Canada,"HEC Montreal, Montreal","Quebec, Canada",₹27L/Yr,₹11L/Yr,M.S Computer Science,['IELTS - 5.5']
1002, Canada,"King's University College, London","Ontario, Canada",₹14L/Yr,₹10L/Yr,M.B.A,"['TOEFL - 70', 'PTE - 48']"
1003, Canada,"Kwantlen Polytechnic University, Surrey","British Columbia, Canada",₹18L/Yr,₹7L/Yr,M.S Data Science,"['GRE - 305', 'IELTS - 6.5', 'PTE - 53']"
1004, Canada,"Lakehead University, Orilla Campus, Orillia","Ontario, Canada",₹19L/Yr,₹8L/Yr,M.B.A,"['GMAT - 520', 'IELTS - 6.5', 'PTE - 53']"
1005, Canada,"Luther College, Regina","Saskatchewan, Canada",₹15L/Yr,₹7L/Yr,M.B.A Accounting,"['GRE - 295', 'TOEFL - 61']"
1006, Canada,"MacEwan University, Edmonton","Alberta, Canada",₹7L/Yr,₹9L/Yr,M.S Agriculture,"['IELTS - 6.0', 'PTE - 56']"
1007, Canada,"Marine Institute of Memorial University of Newfoundland, St. John's","Newfoundland & Labrador, Canada",₹13L/Yr,₹9L/Yr,M.B.A Business Intelligence and ...,"['IELTS - 6.0', 'PTE - 56']"
1008, Canada,"Mount Allison University, Sackville","Newbrunswick, Canada",₹16L/Yr,₹7L/Yr,M.B.A International Business Adm...,"['IELTS - 6.5', 'PTE - 53']"
1009, Canada,"Mount Royal University, Calgary","Alberta, Canada",₹12L/Yr,₹8L/Yr,M.S Pharmaceutical Sciences,['TOEFL - 89']
1010, Canada,"Mount Saint Vincent University, Halifax","Nova Scotia, Canada",₹17L/Yr,₹9L/Yr,M.S Engineering Management,"['GMAT - 500', 'IELTS - 5.5', 'PTE - 51']"
1011, Canada,"Nipissing University, North Bay","Ontario, Canada",₹9L/Yr,₹7L/Yr,M.S Computer Science,"['GMAT - 480', 'IELTS - 6']"
1012, Canada,"NSCAD University, Halifax","Nova Scotia, Canada",₹34L/Yr,₹9L/Yr,M.F.A,"['IELTS - 6.0', 'PTE - 46']"
1013, Canada,"Renison University College, Waterloo","Ontario, Canada",₹5L/Yr,₹6L/Yr,M.S Computer Science,"['GMAT - 500', 'TOEFL - 79']"
1014, Canada,"Royal Military College of Canada, Kingston","Ontario, Canada",₹15L/Yr,₹7L/Yr,M.B.A,"['TOEFL - 79', 'PTE - 53']"
1015, Canada,"Royal Roads University, Victoria","British Columbia, Canada",₹10L/Yr,₹10L/Yr,B.S Applied Forensic Sciences,"['GMAT - 500', 'IELTS - 5.0']"
1016, Canada,"Saint Paul University, Ottawa","Ontario, Canada",₹6L/Yr,₹7L/Yr,M.B.A,"['GMAT - 550', 'IELTS - 6', 'PTE - 54']"
1017, Canada,"St. Francis Xavier University, Antigonish","Nova Scotia, Canada",₹8L/Yr,₹5L/Yr,M.B.A,"['GRE - 296', 'TOEFL - 79', 'PTE - 48']"
1018, Canada,"St. Mary's University, Halifax","Nova Scotia, Canada",₹20L/Yr,₹6L/Yr,M.B.A SAP Finance,"['GMAT - 600', 'IELTS - 6.0', 'PTE - 48']"
1019, Canada,"St. Thomas More College, Saskatoon","Saskatchewan, Canada",₹19L/Yr,₹8L/Yr,M.B.A Business,"['GRE - 296', 'IELTS - 6']"
1020, Canada,"The University of British Columbia, Okanagan, Kelowna","British Columbia, Canada",₹15L/Yr,₹8L/Yr,M.A Biology,"['GMAT - 450', 'IELTS - 5.5', 'PTE - 47']"
1021, Canada,"Thompson Rivers University, Kamloops","British Columbia, Canada",₹37L/Yr,₹6L/Yr,M.B.A,"['GMAT - 430', 'IELTS - 6']"
1022, Canada,"Trinity College, Toronto","Ontario, Canada",₹15L/Yr,₹6L/Yr,M.B.A,"['GMAT - 480', 'TOEFL - 78']"
1023, Canada,"Trinity Western University, Langley","British Columbia, Canada",₹8L/Yr,₹7L/Yr,M.S Electrical Engineering,"['GMAT - 500', 'IELTS - 5', 'PTE - 36']"
1024, Canada,"University of Moncton, Moncton","Newbrunswick, Canada",₹8L/Yr,₹7L/Yr,M.B.A,"['GMAT - 500', 'IELTS - 6']"
1025, Canada,"School of Higher Technology, University of Quebec, Montreal","Quebec, Canada",₹13L/Yr,₹8L/Yr,M.S Engineering Management,"['IELTS - 5', 'PTE - 54']"
1026, Canada,"University of Quebec at Rimouski, Rimouski","Quebec, Canada",₹12L/Yr,₹9L/Yr,M.Ed Literacy and Language,"['GMAT - 470', 'IELTS - 6.5', 'PTE - 61']"
1027, Canada,"University of Quebec in Outaouais, Gatineau","Quebec, Canada",₹28L/Yr,₹5L/Yr,M.S Computer Science Technology,"['GMAT - 450', 'IELTS - 6.5']"
1028, Canada,"University of Guelph, Ridgetown Campus, Ridgetown","Ontario, Canada",₹18L/Yr,₹13L/Yr,B.A Criminal Justice and Homelan...,['TOEFL - 80']
1029, Canada,"University of Guelph, Humber Campus, Toronto","Ontario, Canada",₹20L/Yr,₹6L/Yr,B.A Criminology,"['Duolingo - 105', 'TOEFL - 80']"
1030, Canada,"University of King's College, Halifax","Nova Scotia, Canada",₹8L/Yr,₹10L/Yr,M.A English,"['IELTS - 6.5', 'PTE - 54']"
1031, Canada,"University of New Brunswick (Saint John), Saint John","Newbrunswick, Canada",₹6L/Yr,₹6L/Yr,M.A Leadership and Organizationa...,"['GMAT - 600', 'IELTS - 6.5', 'PTE - 54']"
1032, Canada,"University of Prince Edward Island, Charlottetown","Prince Edward Island, Canada",₹10L/Yr,₹7L/Yr,M.S Applied Computer Science,['TOEFL - 61']
1033, Canada,"University of St. Michael's College, Toronto","Ontario, Canada",₹7L/Yr,₹6L/Yr,M.S Educational Leadership,"['Duolingo - 115', 'IELTS - 7']"
1034, Canada,"University of the Fraser Valley, Abbotsford","British Columbia, Canada",₹38L/Yr,₹7L/Yr,B.S Computer Science - Computer ...,"['GMAT - 590', 'IELTS - 6.0', 'PTE - 54']"
1035, Canada,"University of Toronto (Mississauga), Mississauga","Ontario, Canada",₹37L/Yr,₹11L/Yr,M.B.A,"['IELTS - 6.0', 'PTE - 53']"
1036, Canada,"University of Toronto (Scarborough), Scarborough","Ontario, Canada",₹13L/Yr,₹8L/Yr,M.S Nursing,"['GRE - 308', 'IELTS - 6', 'PTE - 53']"
1037, Canada,"Algonquin College, Ottawa","Ontario, Canada",₹9L/Yr,₹8L/Yr,M.S Data Analytics,"['IELTS - 6.0', 'PTE - 51']"
1038, Canada,"Bow Valley College, Calgary","Alberta, Canada",₹9L/Yr,₹12L/Yr,B.A Drawing and Painting,"['TOEFL - 79', 'PTE - 58']"
1039, Canada,"Cambrian College, Sudbury","Ontario, Canada",₹10L/Yr,₹5L/Yr,B.A/B.S Nursing Program,"['IELTS - 6.5', 'PTE - 53']"
1040, Canada,"Centennial College, Toronto","Ontario, Canada",₹12L/Yr,₹6L/Yr,M.S Data Science,"['GMAT - 500', 'IELTS - 6.5', 'PTE - 50']"
1041, Canada,"Humber College, Toronto","Ontario, Canada",₹16L/Yr,₹9L/Yr,M.A Elementary - Middle Level Ed...,"['GMAT - 450', 'IELTS - 5.5', 'PTE - 44']"
1042, Canada,"Northern Alberta Institute of Technology, Edmonton","Alberta, Canada",₹6L/Yr,₹5L/Yr,M.S Educational Leadership,"['GRE - 290', 'TOEFL - 71', 'PTE - 53']"
1043, Canada,"Saskatchewan Polytechnic, Saskatoon","Saskatchewan, Canada",₹10L/Yr,₹6L/Yr,M.S Computer Science,"['IELTS - 6.0', 'PTE - 54']"
1044, Canada,"St. Lawrence College, Kingston","Ontario, Canada",₹13L/Yr,₹5L/Yr,B.S Automotive Technology,"['IELTS - 6.5', 'PTE - 54']"
1045, Canada,"Algonquin College (Perth), Perth","Ontario, Canada",₹10L/Yr,₹6L/Yr,M.P.S Cybersecurity,"['IELTS - 6', 'PTE - 52']"
1046, Canada,"Assiniboine Community College, Brandon","Manitoba, Canada",₹6L/Yr,₹11L/Yr,M.S Computer Information Systems,"['IELTS - 6.5', 'PTE - 53']"
1047, Canada,"British Columbia Institute of Technology, Burnaby","British Columbia, Canada",₹5L/Yr,₹8L/Yr,M.S Health Services Administrati...,"['TOEFL - 79', 'PTE - 53']"
1048, Canada,"Camosun College, Victoria","British Columbia, Canada",₹9L/Yr,₹11L/Yr,M.A Strategic Communications,['IELTS - 6.5']
1049, Canada,"Canadore College, North Bay","Ontario, Canada",₹9L/Yr,₹7L/Yr,M.S Data Analytics,"['Duolingo - 95', 'IELTS - 6', 'PTE - 50']"
1050, Canada,"Cegep Marie (Victorin), Montreal","Quebec, Canada",₹13L/Yr,₹6L/Yr,M.B.A,['GMAT - 500']
1051, Canada,"Vanier College, Saint-Laurent","Quebec, Canada",₹9L/Yr,₹9L/Yr,M.S Computer Science,"['IELTS - 6.5', 'PTE - 44']"
1052, Canada,"College Boreal, Sudbury","Ontario, Canada",₹6L/Yr,₹11L/Yr,M.S Health Informatics,"['IELTS - 5.5', 'PTE - 47']"
1053, Canada,"New Brunswick Community College, Fredericton","Newbrunswick, Canada",₹12L/Yr,₹6L/Yr,M.S Computer Systems and Softwar...,"['IELTS - 6.5', 'PTE - 53']"
1054, Canada,"College of New Caledonia, Prince George","British Columbia, Canada",₹7L/Yr,₹6L/Yr,M.A Leadership,"['Duolingo - 105', 'TOEFL - 79']"
1055, Canada,"College of the North Atlantic, St. John's","Newfoundland & Labrador, Canada",₹2L/Yr,₹12L/Yr,M.S Data Science,['TOEFL - 100']
1056, Canada,"College of the Rockies, Cranbrook","British Columbia, Canada",₹10L/Yr,₹7L/Yr,M.S Psychology,"['IELTS - 6.5', 'PTE - 52']"
1057, Canada,"Columbia College, Vancouver","British Columbia, Canada",₹11L/Yr,₹8L/Yr,M.B.A,"['IELTS - 6.5', 'PTE - 46']"
1058, Canada,"Conestoga College, Kitchener","Ontario, Canada",₹10L/Yr,₹6L/Yr,M.B.A,['TOEFL - 79']
1059, Canada,"Confederation College, Thunder Bay","Ontario, Canada",₹8L/Yr,₹8L/Yr,B.A/B.S Digital Gaming and Inter...,['TOEFL - 80']
1060, Canada,"Coquitlam College, Coquitlam","British Columbia, Canada",₹7L/Yr,₹6L/Yr,M.B.A,"['Duolingo - 100', 'TOEFL - 71', 'PTE - 50']"
1061, Canada,"Cumberland College, Nipawin","Saskatchewan, Canada",₹4L/Yr,₹9L/Yr,M.S Computer Science- Informatio...,"['TOEFL - 90', 'PTE - 70']"
1062, Canada,"Dawson College, Montreal","Quebec, Canada",₹12L/Yr,₹8L/Yr,M.B.A,"['Duolingo - 120', 'IELTS - 6.5']"
1063, Canada,"Douglas College, New Westminster","British Columbia, Canada",₹9L/Yr,₹9L/Yr,M.B.A,"['IELTS - 6.5', 'PTE - 54']"
1064, Canada,"Durham College, Oshawa","Ontario, Canada",₹10L/Yr,₹9L/Yr,M.S Civil Engineering,['TOEFL - 79']
1065, Canada,"Fanshawe College, London","Ontario, Canada",₹12L/Yr,₹6L/Yr,M.B.A,"['TOEFL - 88', 'PTE - 58']"
1066, Canada,"Fleming College, Peterborough","Ontario, Canada",₹12L/Yr,₹9L/Yr,M.S Engineering,"['GMAT - 520', 'TOEFL - 79']"
1067, Canada,"George Brown College, Toronto","Ontario, Canada",₹9L/Yr,₹6L/Yr,M.B.A,['TOEFL - 71']
1068, Canada,"Georgian College, Barrie","Ontario, Canada",₹9L/Yr,₹6L/Yr,M.B.A International Business,"['Duolingo - 95', 'IELTS - 6']"
1069, Canada,"Heritage College, Gatineau","Quebec, Canada",₹10L/Yr,₹8L/Yr,M.B.A,"['GMAT - 650', 'TOEFL - 85']"
1070, Canada,"Sheridan College, Oakville","Ontario, Canada",₹10L/Yr,₹4L/Yr,M.B.A,"['GMAT - 550', 'TOEFL - 90', 'PTE - 58']"
1071, Canada,"St. Clair College, Windsor","Ontario, Canada",₹12L/Yr,₹6L/Yr,M.B.A,"['Duolingo - 105', 'IELTS - 6.5', 'PTE - 54']"
1072, Canada,"Vancouver Community College, Vancouver","British Columbia, Canada",₹6L/Yr,₹5L/Yr,B.S Auto Mechanics Technology,"['IELTS - 6.5', 'PTE - 53']"
1073, Canada,"Vanguard College, Edmonton","Alberta, Canada",₹8L/Yr,₹5L/Yr,M.B.A,"['Duolingo - 105', 'IELTS - 6.5']"
1074, Canada,"Yukon College, Whitehorse","Yukon, Canada",₹6L/Yr,₹8L/Yr,M.B.A,"['IELTS - 6.5', 'PTE - 46']"
1075, Canada,"Adler University (Vancouver), Vancouver","British Columbia, Canada",₹33L/Yr,₹10L/Yr,M.S Cybersecurity Management,"['IELTS - 6.5', 'PTE - 45']"
1076, Canada,"Conrad Grebel University College, Waterloo","Ontario, Canada",₹10L/Yr,₹8L/Yr,B.S Chemistry,"['IELTS - 6.0', 'PTE - 46']"
1077, Canada,"Dominican University College, Ottawa","Ontario, Canada",₹6L/Yr,₹9L/Yr,B.A Environmental Studies,['IELTS - 6']
1078, Canada,"Holland College, Charlottetown","Prince Edward Island, Canada",₹10L/Yr,₹9L/Yr,M.B.A,"['GMAT - 500', 'IELTS - 6.5']"
1079, Canada,"Lambton College, Sarnia","Ontario, Canada",₹11L/Yr,₹13L/Yr,M.S Computer Science,"['IELTS - 6.0', 'PTE - 51']"
1080, Canada,"Mohawk College, Hamilton","Ontario, Canada",₹11L/Yr,₹9L/Yr,M.S Architectural Technologies,"['GMAT - 500', 'TOEFL - 80', 'PTE - 53']"
1081, Canada,"Red River College, Winnipeg","Manitoba, Canada",₹10L/Yr,₹10L/Yr,M.B.A Global Supply Chain Manage...,"['IELTS - 6.5', 'PTE - 61']"
1082, Canada,"Seneca College (Newnham Campus), North York","Ontario, Canada",₹7L/Yr,₹8L/Yr,M.S Managing Information Technol...,"['GMAT - 500', 'TOEFL - 79']"
1083, Canada,"St. Stephen's University, Fredericton","Newbrunswick, Canada",₹18L/Yr,₹5L/Yr,M.S Analytics,"['GMAT - 500', 'TOEFL - 80']"
1084, Canada,"Institut National de Recherche Scientifique, Quebec City","Quebec, Canada",₹10L/Yr,₹10L/Yr,M.B.A Pharmaceutical Management,['IELTS - 6.5']
1085, Canada,"Yorkville University, Fredericton","Newbrunswick, Canada",₹12L/Yr,₹5L/Yr,M.S Computer and Information Sci...,['TOEFL - 80']
1086, Canada,"CDI College, Montreal","Quebec, Canada",₹32L/Yr,₹10L/Yr,M.S Information Technology,"['IELTS - 6.5', 'PTE - 61']"
1087, Canada,"LaSalle College - Vancouver, Vancouver","British Columbia, Canada",₹15L/Yr,₹11L/Yr,M.F.A Fashion Design,"['GMAT - 500', 'TOEFL - 79']"
1088, Canada,"Toronto Film School, Toronto","Ontario, Canada",₹14L/Yr,₹8L/Yr,M.B.A,"['IELTS - 6.0', 'PTE - 53']"
1089, Canada,"John Molson School of Business, Montreal","Quebec, Canada",₹14L/Yr,₹6L/Yr,M.B.A General,"['Duolingo - 100', 'TOEFL - 79']"
1090, Canada,"Goodman School of Business, St. Catharines","Ontario, Canada",₹22L/Yr,₹4L/Yr,M.S Educational Leadership,"['Duolingo - 105', 'IELTS - 6.0', 'PTE - 52']"
1091, Canada,"Sprott School of Business, Ottawa","Ontario, Canada",₹20L/Yr,₹7L/Yr,M.S Applied Computer Science,"['TOEFL - 79', 'PTE - 58']"
1092, Canada,"Rowe School of Business, Halifax","Nova Scotia, Canada",₹22L/Yr,₹5L/Yr,M.S Applied Psychology,"['GMAT - 500', 'IELTS - 6.5']"
1093, Canada,"Desautels Faculty of Management, Montreal","Quebec, Canada",₹16L/Yr,₹13L/Yr,B.S Nursing,['IELTS - 6']
1094, Canada,"Edwards School of Business, Saskatoon","Saskatchewan, Canada",₹20L/Yr,₹7L/Yr,M.I.T,"['IELTS - 5.5', 'PTE - 44']"
1095, Canada,"Haskayne School of Business, Calgary","Alberta, Canada",₹27L/Yr,₹7L/Yr,M.B.A,['IELTS - 6.0']
1096, Canada,"DeGroote School of Business, Hamilton","Ontario, Canada",₹10L/Yr,₹5L/Yr,D.B.A Global Supply Chain Manage...,['IELTS - 6.5']
1097, Canada,"Odette School of Business, Windsor","Ontario, Canada",₹8L/Yr,₹8L/Yr,M.B.A,"['GMAT - 552', 'IELTS - 6.5', 'PTE - 53']"
1098, Canada,"Stephen J.R. Smith School of Business, Kingston","Ontario, Canada",₹9L/Yr,₹5L/Yr,B.S Computer Science,"['GRE - 290', 'IELTS - 5.5', 'PTE - 49']"
1099, Canada,"Richard Ivey School of Business, London","Ontario, Canada",₹52L/Yr,₹9L/Yr,M.H.A/M.B.A,"['IELTS - 6.0', 'PTE - 44']"
1100, Canada,"Rotman School of Management, Toronto","Ontario, Canada",₹36L/Yr,₹8L/Yr,M.S Education,"['GMAT - 500', 'TOEFL - 79']"
1101, Canada,"Schulich School of Business, North York","Ontario, Canada",₹12L/Yr,₹5L/Yr,M.S Computer Science,"['GMAT - 500', 'TOEFL - 79']"
1102, Canada,"Beedie School of Business, Vancouver","British Columbia, Canada",₹35L/Yr,₹7L/Yr,M.S Accounting and Finance,['IELTS - 6']
1103, Canada,"Sobey School of Business, Halifax","Nova Scotia, Canada",₹23L/Yr,₹7L/Yr,M.A Graphic Deisgn,"['TOEFL - 71', 'PTE - 50']"
1104, Canada,"Ted Rogers School of Management, Toronto","Ontario, Canada",₹18L/Yr,₹7L/Yr,M.A Filmmaking,['IELTS - 6.5']
1105, Canada,"Telfer School of Management, Ottawa","Ontario, Canada",₹28L/Yr,₹9L/Yr,M.S Construction Management,"['IELTS - 6', 'PTE - 53']"
1106, Canada,"Sauder School of Business, Vancouver","British Columbia, Canada",₹13L/Yr,₹9L/Yr,M.A Teaching,"['IELTS - 6.0', 'PTE - 46']"
1107, Canada,"School of Management Science, University of Quebec at Montreal, Montreal","Quebec, Canada",₹20L/Yr,₹7L/Yr,M.S Computer Information Systems,"['IELTS - 6.0', 'PTE - 44']"
1108, Canada,"School of Business, University of Alberta, Edmonton","Alberta, Canada",₹11L/Yr,₹18L/Yr,M.S Neuroscience and Education,"['GMAT - 550', 'IELTS - 6.5', 'PTE - 54']"
1109, Canada,"I.H. Asper School of Business, Winnipeg","Manitoba, Canada",₹17L/Yr,₹16L/Yr,"M.A Design Research, Writing and...",['IELTS - 6.0']
1110, Canada,"Peter B. Gustavson School of Business, Victoria","British Columbia, Canada",₹16L/Yr,₹11L/Yr,M.S Innovation and Strategic Man...,"['TOEFL - 61', 'PTE - 65']"
1111, Canada,"Lazaridis School of Business & Economics, Waterloo","Ontario, Canada",₹14L/Yr,₹12L/Yr,M.S Management - Hospitality and...,"['Duolingo - 110', 'TOEFL - 87', 'PTE - 51']"
